usuario,productos_tot_num,compras_tot_num,precio_medio_prod,ultima_compra,gasto_tot,productos_por_compra,F,M,ult_compra_dias,R,valor,RFM
583763900,9,1,4.598888888888889,2019-12-14,41.39,9.0,1,1,77,3,5,311
583777082,7,1,4.76,2019-12-12,33.32,7.0,1,1,79,3,5,311
583800903,49,4,4.400816326530612,2019-12-28,215.64,12.25,1,1,63,3,5,311
583804646,8,1,1.34,2019-12-09,10.72,8.0,1,1,82,3,5,311
583810156,2,1,34.365,2019-12-09,68.73,2.0,1,1,82,3,5,311
583812639,50,1,5.1546,2019-12-08,257.73,50.0,1,1,83,3,5,311
583814603,9,1,3.497777777777778,2019-12-19,31.48,9.0,1,1,72,3,5,311
583820975,2,1,16.32,2019-12-08,32.64,2.0,1,1,83,3,5,311
583826428,6,1,8.06,2019-12-08,48.36,6.0,1,1,83,3,5,311
583845659,3,1,7.673333333333333,2019-12-08,23.02,3.0,1,1,83,3,5,311
583846629,3,1,7.790000000000002,2020-02-27,23.370000000000005,3.0,1,1,2,5,7,511
583877764,1,1,6.22,2020-02-03,6.22,1.0,1,1,26,5,7,511
583892485,16,1,5.3025,2020-02-01,84.84,16.0,1,1,28,5,7,511
583892922,22,2,2.346363636363636,2020-01-12,51.62,11.0,1,1,48,4,6,411
583906432,43,3,4.370232558139535,2020-02-14,187.92000000000002,14.333333333333334,1,1,15,5,7,511
583932804,3,1,7.406666666666666,2019-12-08,22.22,3.0,1,1,83,3,5,311
583950433,1,1,7.46,2019-12-08,7.46,1.0,1,1,83,3,5,311
583952037,11,1,2.4618181818181815,2020-01-20,27.079999999999995,11.0,1,1,40,4,6,411
583955405,33,4,4.5236363636363635,2020-02-23,149.28,8.25,1,1,6,5,7,511
583967553,12,1,4.019166666666667,2019-12-12,48.230000000000004,12.0,1,1,79,3,5,311
583974054,10,3,3.4530000000000003,2020-02-16,34.53,3.3333333333333335,1,1,13,5,7,511
583977767,28,1,3.9307142857142856,2019-12-08,110.06,28.0,1,1,83,3,5,311
583981684,5,1,4.184,2019-12-09,20.92,5.0,1,1,82,3,5,311
583988058,3,1,3.4200000000000004,2019-12-08,10.260000000000002,3.0,1,1,83,3,5,311
583991013,8,1,2.8075,2019-12-09,22.46,8.0,1,1,82,3,5,311
584005175,2,1,2.7199999999999998,2019-12-08,5.4399999999999995,2.0,1,1,83,3,5,311
584022320,9,1,7.546666666666667,2019-12-08,67.92,9.0,1,1,83,3,5,311
584022461,11,1,2.652727272727273,2020-02-13,29.18,11.0,1,1,16,5,7,511
584040390,9,1,4.858888888888888,2020-01-23,43.72999999999999,9.0,1,1,37,4,6,411
584106396,3,1,3.1933333333333334,2019-12-09,9.58,3.0,1,1,82,3,5,311
584128390,2,1,14.51,2019-12-09,29.02,2.0,1,1,82,3,5,311
584140094,5,1,4.316000000000001,2019-12-17,21.580000000000005,5.0,1,1,74,3,5,311
584146537,2,1,5.859999999999999,2019-12-09,11.719999999999999,2.0,1,1,82,3,5,311
584153478,117,6,2.923076923076923,2020-02-19,342.0,19.5,2,2,10,5,9,522
584162838,1,1,15.79,2019-12-09,15.79,1.0,1,1,82,3,5,311
584183044,14,1,3.733571428571428,2019-12-09,52.269999999999996,14.0,1,1,82,3,5,311
584196166,4,1,16.0925,2019-12-09,64.37,4.0,1,1,82,3,5,311
584196592,12,1,4.9625,2019-12-18,59.550000000000004,12.0,1,1,73,3,5,311
584197598,2,1,5.22,2019-12-10,10.44,2.0,1,1,81,3,5,311
584197636,7,1,3.7471428571428573,2019-12-15,26.23,7.0,1,1,76,3,5,311
584201217,1,1,13.02,2019-12-09,13.02,1.0,1,1,82,3,5,311
584227920,2,1,2.7800000000000002,2019-12-09,5.5600000000000005,2.0,1,1,82,3,5,311
584228276,1,1,79.35,2019-12-09,79.35,1.0,1,1,82,3,5,311
584232052,9,1,4.026666666666667,2019-12-09,36.24000000000001,9.0,1,1,82,3,5,311
584232903,1,1,13.33,2020-02-11,13.33,1.0,1,1,18,5,7,511
584241684,2,1,5.395,2019-12-09,10.79,2.0,1,1,82,3,5,311
584244618,7,1,5.747142857142857,2019-12-09,40.230000000000004,7.0,1,1,82,3,5,311
584244783,1,1,79.21,2019-12-09,79.21,1.0,1,1,82,3,5,311
584264029,10,1,4.496,2019-12-15,44.96000000000001,10.0,1,1,76,3,5,311
584267590,2,1,29.05,2020-01-12,58.1,2.0,1,1,48,4,6,411
584278441,25,2,2.0124,2020-02-21,50.31,12.5,1,1,8,5,7,511
584278923,9,1,3.678888888888889,2019-12-16,33.11,9.0,1,1,75,3,5,311
584290425,9,1,7.673333333333334,2019-12-12,69.06,9.0,1,1,79,3,5,311
584303415,1,1,49.29,2019-12-09,49.29,1.0,1,1,82,3,5,311
584306103,3,1,10.863333333333335,2019-12-09,32.59,3.0,1,1,82,3,5,311
584306844,4,1,4.9975,2020-01-09,19.99,4.0,1,1,51,4,6,411
584321243,10,1,5.561999999999999,2019-12-09,55.61999999999999,10.0,1,1,82,3,5,311
584326224,3,1,3.33,2019-12-20,9.99,3.0,1,1,71,3,5,311
584328168,2,1,18.015,2019-12-09,36.03,2.0,1,1,82,3,5,311
584331650,3,1,7.1933333333333325,2019-12-09,21.58,3.0,1,1,82,3,5,311
584361695,2,1,43.57,2019-12-18,87.14,2.0,1,1,73,3,5,311
584373356,9,1,1.49,2019-12-09,13.41,9.0,1,1,82,3,5,311
584375378,5,1,2.1100000000000003,2019-12-09,10.55,5.0,1,1,82,3,5,311
584388581,1,1,12.14,2019-12-09,12.14,1.0,1,1,82,3,5,311
584392178,10,1,3.6839999999999997,2019-12-09,36.839999999999996,10.0,1,1,82,3,5,311
584402459,21,3,3.1023809523809525,2020-02-26,65.15,7.0,1,1,3,5,7,511
584428763,24,2,12.41375,2019-12-24,297.93,12.0,1,1,67,3,5,311
584441853,5,1,1.904,2019-12-10,9.52,5.0,1,1,81,3,5,311
584450877,6,2,17.236666666666665,2020-02-05,103.41999999999999,3.0,1,1,24,5,7,511
584451785,10,1,3.7920000000000003,2019-12-09,37.92,10.0,1,1,82,3,5,311
584458930,4,1,3.4775,2019-12-09,13.91,4.0,1,1,82,3,5,311
584483296,1,1,15.86,2019-12-26,15.86,1.0,1,1,65,3,5,311
584490065,1,1,13.49,2019-12-09,13.49,1.0,1,1,82,3,5,311
584493602,3,1,3.2533333333333334,2019-12-09,9.76,3.0,1,1,82,3,5,311
584497920,5,2,8.919999999999998,2019-12-21,44.599999999999994,2.5,1,1,70,3,5,311
584561785,13,1,5.956153846153847,2019-12-13,77.43,13.0,1,1,78,3,5,311
584587036,7,1,2.5185714285714282,2020-02-15,17.63,7.0,1,1,14,5,7,511
584593583,19,1,2.521578947368421,2019-12-10,47.91,19.0,1,1,81,3,5,311
584612277,6,1,8.361666666666666,2020-02-14,50.17,6.0,1,1,15,5,7,511
584612458,3,1,3.28,2019-12-10,9.84,3.0,1,1,81,3,5,311
584620220,7,1,2.242857142857143,2019-12-10,15.7,7.0,1,1,81,3,5,311
584629143,2,1,10.79,2019-12-10,21.58,2.0,1,1,81,3,5,311
584631993,1,1,0.48,2019-12-10,0.48,1.0,1,1,81,3,5,311
584652147,5,1,9.687999999999999,2020-01-20,48.44,5.0,1,1,40,4,6,411
584652358,5,1,5.56,2019-12-10,27.799999999999997,5.0,1,1,81,3,5,311
584669837,15,1,3.978,2019-12-10,59.67,15.0,1,1,81,3,5,311
584671356,12,1,4.684166666666667,2019-12-10,56.21000000000001,12.0,1,1,81,3,5,311
584673148,53,2,8.677924528301887,2020-01-21,459.93,26.5,1,2,39,4,7,412
584689774,1,1,10.32,2019-12-20,10.32,1.0,1,1,71,3,5,311
584690595,3,1,1.9833333333333332,2019-12-10,5.949999999999999,3.0,1,1,81,3,5,311
584698382,14,1,3.305,2019-12-10,46.27,14.0,1,1,81,3,5,311
584728437,11,2,4.798181818181818,2019-12-15,52.779999999999994,5.5,1,1,76,3,5,311
584730173,6,1,2.62,2019-12-10,15.72,6.0,1,1,81,3,5,311
584745764,10,1,1.318,2019-12-18,13.18,10.0,1,1,73,3,5,311
584752395,57,4,5.188245614035088,2020-02-08,295.73,14.25,1,1,21,5,7,511
584754646,19,1,3.2205263157894737,2019-12-10,61.19,19.0,1,1,81,3,5,311
584757749,19,1,3.7063157894736842,2019-12-10,70.42,19.0,1,1,81,3,5,311
584770683,13,1,3.167692307692308,2019-12-10,41.18,13.0,1,1,81,3,5,311
584791439,8,3,5.06625,2019-12-25,40.53,2.6666666666666665,1,1,66,3,5,311
584803357,2,1,3.8099999999999996,2019-12-23,7.619999999999999,2.0,1,1,68,3,5,311
584806925,20,2,2.2655000000000003,2020-02-27,45.31,10.0,1,1,2,5,7,511
584839262,1,1,16.35,2020-01-21,16.35,1.0,1,1,39,4,6,411
584840447,6,3,4.441666666666666,2019-12-25,26.65,2.0,1,1,66,3,5,311
584859269,1,1,15.87,2019-12-10,15.87,1.0,1,1,81,3,5,311
584897467,5,1,1.31,2019-12-10,6.550000000000001,5.0,1,1,81,3,5,311
584908511,2,1,6.119999999999999,2019-12-16,12.239999999999998,2.0,1,1,75,3,5,311
584917142,6,1,2.811666666666667,2020-01-16,16.87,6.0,1,1,44,4,6,411
584939291,4,1,5.1675,2019-12-10,20.67,4.0,1,1,81,3,5,311
584947428,10,1,3.69,2019-12-10,36.9,10.0,1,1,81,3,5,311
584959418,9,1,2.6844444444444444,2019-12-10,24.16,9.0,1,1,81,3,5,311
584964213,3,1,13.063333333333333,2020-01-13,39.19,3.0,1,1,47,4,6,411
584997730,7,2,5.101428571428571,2020-01-20,35.71,3.5,1,1,40,4,6,411
585015402,9,1,7.487777777777778,2020-01-15,67.39,9.0,1,1,45,4,6,411
585034255,13,1,2.440769230769231,2019-12-15,31.73,13.0,1,1,76,3,5,311
585038405,3,3,17.46,2020-01-03,52.38,1.0,1,1,57,4,6,411
585045115,6,1,5.385000000000001,2019-12-14,32.31,6.0,1,1,77,3,5,311
585047093,2,1,6.37,2020-02-21,12.74,2.0,1,1,8,5,7,511
585070070,5,1,4.8,2019-12-11,24.0,5.0,1,1,80,3,5,311
585087018,6,1,4.68,2019-12-11,28.08,6.0,1,1,80,3,5,311
585087717,16,1,5.080625,2019-12-19,81.29,16.0,1,1,72,3,5,311
585122404,12,1,5.6225,2020-01-11,67.47,12.0,1,1,49,4,6,411
585138586,2,1,5.635,2019-12-12,11.27,2.0,1,1,79,3,5,311
585140352,10,1,8.414,2019-12-14,84.14,10.0,1,1,77,3,5,311
585149622,8,1,8.19375,2020-01-17,65.55,8.0,1,1,43,4,6,411
585150052,2,1,8.65,2019-12-11,17.3,2.0,1,1,80,3,5,311
585153726,5,1,8.334,2019-12-11,41.67,5.0,1,1,80,3,5,311
585153823,20,1,2.754,2019-12-11,55.08,20.0,1,1,80,3,5,311
585154892,3,1,5.56,2019-12-11,16.68,3.0,1,1,80,3,5,311
585155140,3,3,13.49,2020-01-27,40.47,1.0,1,1,33,4,6,411
585155476,2,1,12.14,2019-12-11,24.28,2.0,1,1,80,3,5,311
585166452,1,1,16.67,2019-12-11,16.67,1.0,1,1,80,3,5,311
585199923,5,1,2.17,2019-12-11,10.85,5.0,1,1,80,3,5,311
585201625,6,1,8.585,2019-12-11,51.510000000000005,6.0,1,1,80,3,5,311
585211929,12,1,2.565,2019-12-11,30.78,12.0,1,1,80,3,5,311
585212339,1,1,2.38,2019-12-11,2.38,1.0,1,1,80,3,5,311
585226878,5,1,6.0,2019-12-12,30.0,5.0,1,1,79,3,5,311
585242656,3,1,34.60666666666667,2019-12-18,103.82000000000001,3.0,1,1,73,3,5,311
585249919,3,1,2.27,2019-12-23,6.8100000000000005,3.0,1,1,68,3,5,311
585255080,17,1,1.081764705882353,2019-12-11,18.39,17.0,1,1,80,3,5,311
585260073,3,1,3.1200000000000006,2019-12-11,9.360000000000001,3.0,1,1,80,3,5,311
585283125,5,1,2.478,2019-12-12,12.39,5.0,1,1,79,3,5,311
585293588,2,1,16.03,2019-12-11,32.06,2.0,1,1,80,3,5,311
585299099,2,1,13.89,2019-12-12,27.78,2.0,1,1,79,3,5,311
585301234,3,1,8.496666666666666,2019-12-11,25.49,3.0,1,1,80,3,5,311
585306122,21,2,12.738571428571428,2020-01-28,267.51,10.5,1,1,32,4,6,411
585309180,1,1,20.63,2019-12-12,20.63,1.0,1,1,79,3,5,311
585313659,24,1,2.419166666666667,2019-12-11,58.06,24.0,1,1,80,3,5,311
585327264,11,1,8.998181818181818,2019-12-12,98.98,11.0,1,1,79,3,5,311
585336022,2,1,5.56,2019-12-11,11.12,2.0,1,1,80,3,5,311
585338288,19,1,7.4994736842105265,2020-02-03,142.49,19.0,1,1,26,5,7,511
585339755,1,1,5.24,2019-12-11,5.24,1.0,1,1,80,3,5,311
585351859,3,1,13.409999999999998,2019-12-11,40.23,3.0,1,1,80,3,5,311
585363030,3,1,7.506666666666667,2019-12-24,22.52,3.0,1,1,67,3,5,311
585365987,3,1,4.416666666666667,2019-12-11,13.25,3.0,1,1,80,3,5,311
585375771,6,1,4.236666666666667,2020-02-10,25.42,6.0,1,1,19,5,7,511
585377039,2,1,11.285,2019-12-11,22.57,2.0,1,1,80,3,5,311
585380905,13,1,6.322307692307692,2019-12-16,82.19,13.0,1,1,75,3,5,311
585385769,25,1,9.3376,2020-02-01,233.44,25.0,1,1,28,5,7,511
585419485,16,2,4.72375,2020-02-22,75.58,8.0,1,1,7,5,7,511
585424515,11,2,3.022727272727273,2020-01-15,33.25,5.5,1,1,45,4,6,411
585427937,34,1,4.567941176470589,2020-02-05,155.31,34.0,1,1,24,5,7,511
585445287,9,1,4.011111111111111,2019-12-13,36.1,9.0,1,1,78,3,5,311
585456002,16,1,3.3693750000000002,2019-12-11,53.910000000000004,16.0,1,1,80,3,5,311
585473321,2,1,7.949999999999999,2020-02-01,15.899999999999999,2.0,1,1,28,5,7,511
585499148,5,1,2.4779999999999998,2019-12-11,12.389999999999999,5.0,1,1,80,3,5,311
585512432,1,1,5.56,2019-12-11,5.56,1.0,1,1,80,3,5,311
585522428,21,1,5.224285714285715,2019-12-12,109.71000000000002,21.0,1,1,79,3,5,311
585543917,3,1,3.6933333333333334,2019-12-11,11.08,3.0,1,1,80,3,5,311
585544191,2,1,22.86,2019-12-11,45.72,2.0,1,1,80,3,5,311
585564841,1,1,19.52,2019-12-11,19.52,1.0,1,1,80,3,5,311
585573958,1,1,19.03,2019-12-11,19.03,1.0,1,1,80,3,5,311
585575329,1,1,14.92,2019-12-11,14.92,1.0,1,1,80,3,5,311
585579010,4,1,4.2675,2019-12-11,17.07,4.0,1,1,80,3,5,311
585583207,3,1,8.623333333333333,2020-02-02,25.869999999999997,3.0,1,1,27,5,7,511
585584047,2,1,6.984999999999999,2020-01-19,13.969999999999999,2.0,1,1,41,4,6,411
585660112,36,4,7.705555555555555,2020-01-30,277.4,9.0,1,1,30,5,7,511
585672991,14,2,3.98,2019-12-31,55.72,7.0,1,1,60,4,6,411
585689183,11,1,8.794545454545455,2020-02-25,96.74000000000001,11.0,1,1,4,5,7,511
585699774,3,1,2.7633333333333336,2019-12-12,8.290000000000001,3.0,1,1,79,3,5,311
585700561,2,2,17.46,2019-12-12,34.92,1.0,1,1,79,3,5,311
585705098,14,1,2.3335714285714286,2019-12-17,32.67,14.0,1,1,74,3,5,311
585707407,22,1,3.86,2019-12-12,84.92,22.0,1,1,79,3,5,311
585714558,20,2,9.633,2020-01-21,192.65999999999997,10.0,1,1,39,4,6,411
585715512,4,1,10.0,2020-01-25,40.0,4.0,1,1,35,4,6,411
585718605,23,1,6.34608695652174,2019-12-27,145.96,23.0,1,1,64,3,5,311
585719717,6,1,2.643333333333333,2020-02-05,15.86,6.0,1,1,24,5,7,511
585724461,5,1,22.282000000000004,2019-12-12,111.41000000000003,5.0,1,1,79,3,5,311
585727488,6,1,4.55,2019-12-23,27.299999999999997,6.0,1,1,68,3,5,311
585749128,11,1,3.332727272727273,2019-12-20,36.660000000000004,11.0,1,1,71,3,5,311
585785678,157,5,3.1077707006369426,2020-02-28,487.92,31.4,1,2,1,5,8,512
585815664,2,1,12.695,2020-01-20,25.39,2.0,1,1,40,4,6,411
585828662,8,1,14.445,2019-12-12,115.56,8.0,1,1,79,3,5,311
585832965,11,2,15.338181818181818,2020-01-11,168.72,5.5,1,1,49,4,6,411
585835190,10,1,3.3340000000000005,2020-02-15,33.34,10.0,1,1,14,5,7,511
585844703,15,1,6.276666666666667,2019-12-12,94.15,15.0,1,1,79,3,5,311
585850507,7,1,3.2085714285714286,2019-12-12,22.46,7.0,1,1,79,3,5,311
585851022,1,1,46.83,2019-12-17,46.83,1.0,1,1,74,3,5,311
585857769,5,1,2.9379999999999997,2019-12-26,14.689999999999998,5.0,1,1,65,3,5,311
585868263,16,1,2.708125,2019-12-12,43.33,16.0,1,1,79,3,5,311
585871237,3,1,7.1499999999999995,2019-12-12,21.45,3.0,1,1,79,3,5,311
585879397,2,1,148.335,2019-12-17,296.67,2.0,1,1,74,3,5,311
585879608,3,1,3.8866666666666667,2019-12-12,11.66,3.0,1,1,79,3,5,311
585897434,3,1,3.173333333333334,2019-12-12,9.520000000000001,3.0,1,1,79,3,5,311
585927365,8,1,8.8375,2019-12-12,70.7,8.0,1,1,79,3,5,311
585932035,9,1,0.9344444444444444,2020-02-03,8.41,9.0,1,1,26,5,7,511
585934495,1,1,19.03,2019-12-12,19.03,1.0,1,1,79,3,5,311
585943129,9,1,2.8455555555555554,2020-01-13,25.61,9.0,1,1,47,4,6,411
585944506,2,1,18.96,2019-12-17,37.92,2.0,1,1,74,3,5,311
585953880,2,1,5.555,2019-12-13,11.11,2.0,1,1,78,3,5,311
585955443,9,1,4.177777777777778,2020-02-16,37.6,9.0,1,1,13,5,7,511
585969697,6,1,3.563333333333333,2019-12-12,21.38,6.0,1,1,79,3,5,311
585990840,4,1,2.9299999999999997,2019-12-12,11.719999999999999,4.0,1,1,79,3,5,311
585996885,15,3,2.4339999999999997,2020-02-25,36.51,5.0,1,1,4,5,7,511
586000180,3,1,3.5400000000000005,2019-12-12,10.620000000000001,3.0,1,1,79,3,5,311
586001060,7,1,2.9585714285714286,2019-12-12,20.71,7.0,1,1,79,3,5,311
586005118,2,1,4.205,2020-02-03,8.41,2.0,1,1,26,5,7,511
586014754,7,2,6.274285714285715,2020-01-23,43.92,3.5,1,1,37,4,6,411
586021356,1,1,22.51,2019-12-12,22.51,1.0,1,1,79,3,5,311
586037785,1,1,9.37,2019-12-12,9.37,1.0,1,1,79,3,5,311
586038218,13,1,0.9915384615384616,2019-12-12,12.89,13.0,1,1,79,3,5,311
586038571,9,1,1.348888888888889,2019-12-12,12.14,9.0,1,1,79,3,5,311
586056220,2,1,9.92,2019-12-12,19.84,2.0,1,1,79,3,5,311
586056974,8,1,3.5025,2020-02-03,28.02,8.0,1,1,26,5,7,511
586062291,6,1,16.368333333333332,2019-12-12,98.21,6.0,1,1,79,3,5,311
586064015,6,2,3.3200000000000003,2020-01-04,19.92,3.0,1,1,56,4,6,411
586072858,2,1,11.51,2019-12-12,23.02,2.0,1,1,79,3,5,311
586080464,16,1,1.913125,2019-12-13,30.61,16.0,1,1,78,3,5,311
586101715,1,1,52.22,2019-12-12,52.22,1.0,1,1,79,3,5,311
586102859,5,1,8.078,2019-12-13,40.39,5.0,1,1,78,3,5,311
586111500,1,1,9.52,2019-12-13,9.52,1.0,1,1,78,3,5,311
586173344,2,1,9.84,2019-12-13,19.68,2.0,1,1,78,3,5,311
586206481,4,1,5.545,2019-12-13,22.18,4.0,1,1,78,3,5,311
586223849,21,2,1.931904761904762,2020-01-03,40.57,10.5,1,1,57,4,6,411
586227463,3,1,3.9166666666666665,2019-12-13,11.75,3.0,1,1,78,3,5,311
586257519,4,1,10.635,2019-12-13,42.54,4.0,1,1,78,3,5,311
586260280,15,3,5.110666666666666,2020-01-10,76.66,5.0,1,1,50,4,6,411
586267799,2,1,5.159999999999999,2019-12-13,10.319999999999999,2.0,1,1,78,3,5,311
586269266,8,2,2.0425,2020-01-09,16.34,4.0,1,1,51,4,6,411
586278776,18,1,2.7616666666666667,2019-12-26,49.71,18.0,1,1,65,3,5,311
586279701,10,1,5.430999999999999,2019-12-13,54.30999999999999,10.0,1,1,78,3,5,311
586297233,5,1,6.473999999999999,2019-12-13,32.37,5.0,1,1,78,3,5,311
586297601,2,1,5.949999999999999,2019-12-21,11.899999999999999,2.0,1,1,70,3,5,311
586300017,3,1,4.363333333333333,2019-12-24,13.09,3.0,1,1,67,3,5,311
586303480,1,1,6.67,2020-01-14,6.67,1.0,1,1,46,4,6,411
586315013,6,1,8.12,2020-02-12,48.72,6.0,1,1,17,5,7,511
586316122,7,1,2.6957142857142857,2020-01-31,18.87,7.0,1,1,29,5,7,511
586316131,3,1,3.0399999999999996,2019-12-13,9.12,3.0,1,1,78,3,5,311
586322867,2,1,30.96,2019-12-14,61.92,2.0,1,1,77,3,5,311
586334042,3,1,1.8766666666666667,2020-02-26,5.63,3.0,1,1,3,5,7,511
586342852,32,1,2.89375,2019-12-13,92.6,32.0,1,1,78,3,5,311
586343723,10,1,3.013,2019-12-14,30.13,10.0,1,1,77,3,5,311
586350197,1,1,15.71,2019-12-20,15.71,1.0,1,1,71,3,5,311
586359963,1,1,64.29,2019-12-13,64.29,1.0,1,1,78,3,5,311
586382199,4,1,4.885,2019-12-13,19.54,4.0,1,1,78,3,5,311
586386920,3,1,3.703333333333333,2019-12-13,11.11,3.0,1,1,78,3,5,311
586398232,3,1,6.19,2020-02-10,18.57,3.0,1,1,19,5,7,511
586414453,5,1,9.588,2020-02-12,47.94,5.0,1,1,17,5,7,511
586420614,19,2,3.2957894736842106,2020-02-06,62.620000000000005,9.5,1,1,23,5,7,511
586426342,9,1,1.6433333333333333,2019-12-13,14.79,9.0,1,1,78,3,5,311
586443584,18,2,6.470555555555555,2019-12-24,116.47,9.0,1,1,67,3,5,311
586453049,2,1,6.970000000000001,2020-01-08,13.940000000000001,2.0,1,1,52,4,6,411
586484805,24,1,5.007499999999999,2019-12-15,120.17999999999998,24.0,1,1,76,3,5,311
586490429,2,1,5.0,2020-01-12,10.0,2.0,1,1,48,4,6,411
586491169,12,1,3.421666666666667,2019-12-13,41.06,12.0,1,1,78,3,5,311
586520852,11,1,1.34,2020-01-08,14.74,11.0,1,1,52,4,6,411
586571724,11,1,3.102727272727273,2019-12-13,34.13,11.0,1,1,78,3,5,311
586585970,1,1,4.44,2020-02-11,4.44,1.0,1,1,18,5,7,511
586614978,11,1,1.7854545454545454,2020-01-25,19.64,11.0,1,1,35,4,6,411
586626054,4,2,21.235,2020-01-06,84.94,2.0,1,1,54,4,6,411
586650587,6,1,4.11,2019-12-14,24.660000000000004,6.0,1,1,77,3,5,311
586661196,9,3,7.61888888888889,2020-02-04,68.57000000000001,3.0,1,1,25,5,7,511
586700579,23,4,1.9939130434782608,2020-02-16,45.86,5.75,1,1,13,5,7,511
586706742,18,4,5.086666666666667,2020-02-14,91.56,4.5,1,1,15,5,7,511
586712141,20,1,1.8559999999999999,2020-01-04,37.12,20.0,1,1,56,4,6,411
586715657,5,1,8.838,2019-12-14,44.19,5.0,1,1,77,3,5,311
586720987,19,1,1.7231578947368422,2020-01-09,32.74,19.0,1,1,51,4,6,411
586747553,6,1,3.2466666666666666,2019-12-14,19.48,6.0,1,1,77,3,5,311
586747762,2,1,5.68,2020-01-30,11.36,2.0,1,1,30,5,7,511
586756745,1,1,29.29,2019-12-14,29.29,1.0,1,1,77,3,5,311
586759869,8,1,4.2175,2019-12-14,33.74,8.0,1,1,77,3,5,311
586762208,8,1,4.895,2020-02-04,39.16,8.0,1,1,25,5,7,511
586777267,5,1,2.826,2019-12-14,14.13,5.0,1,1,77,3,5,311
586785901,4,1,27.1825,2019-12-14,108.73,4.0,1,1,77,3,5,311
586793891,4,1,6.470000000000001,2019-12-14,25.880000000000003,4.0,1,1,77,3,5,311
586799218,3,1,3.206666666666667,2020-02-18,9.620000000000001,3.0,1,1,11,5,7,511
586824593,4,1,2.66,2020-01-14,10.64,4.0,1,1,46,4,6,411
586849685,7,1,4.152857142857143,2019-12-15,29.07,7.0,1,1,76,3,5,311
586876937,2,1,5.16,2019-12-14,10.32,2.0,1,1,77,3,5,311
586890684,4,1,0.855,2019-12-14,3.42,4.0,1,1,77,3,5,311
586894240,3,1,7.243333333333333,2019-12-23,21.73,3.0,1,1,68,3,5,311
586895726,2,1,5.865,2019-12-19,11.73,2.0,1,1,72,3,5,311
586903799,4,1,5.045,2019-12-14,20.18,4.0,1,1,77,3,5,311
586907608,1,1,12.38,2019-12-14,12.38,1.0,1,1,77,3,5,311
586949322,28,1,5.2175,2020-01-06,146.09,28.0,1,1,54,4,6,411
586971896,28,1,1.967142857142857,2020-01-29,55.08,28.0,1,1,31,4,6,411
586984734,7,2,2.738571428571429,2020-01-26,19.17,3.5,1,1,34,4,6,411
586998535,5,1,1.92,2019-12-14,9.6,5.0,1,1,77,3,5,311
587003430,12,1,1.5999999999999999,2019-12-14,19.2,12.0,1,1,77,3,5,311
587036367,22,2,3.8954545454545455,2020-02-27,85.7,11.0,1,1,2,5,7,511
587058984,5,1,4.220000000000001,2019-12-15,21.1,5.0,1,1,76,3,5,311
587147101,8,1,4.2875000000000005,2019-12-15,34.300000000000004,8.0,1,1,76,3,5,311
587152079,7,1,3.8957142857142864,2020-01-26,27.270000000000003,7.0,1,1,34,4,6,411
587158597,1,1,15.56,2019-12-15,15.56,1.0,1,1,76,3,5,311
587161211,38,2,3.583684210526316,2020-02-05,136.18,19.0,1,1,24,5,7,511
587161460,4,1,5.915,2020-01-08,23.66,4.0,1,1,52,4,6,411
587169811,1,1,11.43,2019-12-15,11.43,1.0,1,1,76,3,5,311
587178015,1,1,82.54,2019-12-16,82.54,1.0,1,1,75,3,5,311
587188237,29,3,4.4206896551724135,2019-12-26,128.2,9.666666666666666,1,1,65,3,5,311
587188412,4,1,2.0175,2019-12-20,8.07,4.0,1,1,71,3,5,311
587197363,6,1,10.581666666666667,2019-12-15,63.49,6.0,1,1,76,3,5,311
587210098,5,1,11.070000000000002,2019-12-15,55.35000000000001,5.0,1,1,76,3,5,311
587211114,4,1,2.58,2019-12-15,10.32,4.0,1,1,76,3,5,311
587225497,5,1,2.822,2019-12-15,14.11,5.0,1,1,76,3,5,311
587237160,5,1,1.9620000000000002,2019-12-15,9.81,5.0,1,1,76,3,5,311
587249166,3,1,3.0700000000000003,2019-12-15,9.21,3.0,1,1,76,3,5,311
587269938,1,1,46.02,2019-12-15,46.02,1.0,1,1,76,3,5,311
587274763,3,1,5.24,2020-02-27,15.72,3.0,1,1,2,5,7,511
587281392,5,1,2.782,2019-12-15,13.91,5.0,1,1,76,3,5,311
587282290,8,1,3.025,2019-12-15,24.2,8.0,1,1,76,3,5,311
587290173,2,1,4.77,2019-12-16,9.54,2.0,1,1,75,3,5,311
587292971,2,1,6.75,2019-12-16,13.5,2.0,1,1,75,3,5,311
587300242,3,1,3.223333333333333,2020-02-24,9.67,3.0,1,1,5,5,7,511
587325371,1,1,13.49,2019-12-21,13.49,1.0,1,1,70,3,5,311
587339114,3,1,5.6866666666666665,2019-12-15,17.06,3.0,1,1,76,3,5,311
587342110,1,1,61.11,2019-12-15,61.11,1.0,1,1,76,3,5,311
587371833,6,1,3.955,2019-12-15,23.73,6.0,1,1,76,3,5,311
587371871,7,2,4.5842857142857145,2020-02-24,32.09,3.5,1,1,5,5,7,511
587384312,1,1,19.03,2019-12-17,19.03,1.0,1,1,74,3,5,311
587389742,11,1,2.5500000000000003,2019-12-15,28.050000000000004,11.0,1,1,76,3,5,311
587395713,30,4,4.04,2020-02-28,121.2,7.5,1,1,1,5,7,511
587398998,50,1,2.9076,2019-12-27,145.38,50.0,1,1,64,3,5,311
