usuario,productos_tot_num,compras_tot_num,precio_medio_prod,ultima_compra,gasto_tot,productos_por_compra,F,M,ult_compra_dias,R,valor,RFM
437479490,6,1,6.273333333333333,2019-10-02,37.64,6.0,1,1,150,1,3,111
437587794,3,1,16.02,2019-11-08,48.06,3.0,1,1,113,2,4,211
437590147,1,1,22.21,2019-12-19,22.21,1.0,1,1,72,3,5,311
437660160,3,1,2.09,2019-12-21,6.27,3.0,1,1,70,3,5,311
437691461,6,1,3.4766666666666666,2020-01-15,20.86,6.0,1,1,45,4,6,411
437738606,2,1,5.87,2019-10-07,11.74,2.0,1,1,145,1,3,111
437754521,13,2,4.722307692307693,2019-11-29,61.39000000000001,6.5,1,1,92,2,4,211
437905289,5,1,10.392,2020-01-10,51.959999999999994,5.0,1,1,50,4,6,411
437972767,5,1,6.986,2019-11-21,34.93,5.0,1,1,100,2,4,211
438135475,3,1,3.1833333333333336,2019-11-06,9.55,3.0,1,1,115,2,4,211
438145135,4,1,7.1475,2019-11-21,28.59,4.0,1,1,100,2,4,211
438219473,6,3,8.213333333333333,2019-11-28,49.28,2.0,1,1,93,2,4,211
438268967,5,1,4.284000000000001,2019-12-03,21.42,5.0,1,1,88,3,5,311
438414506,13,1,2.772307692307692,2020-01-20,36.04,13.0,1,1,40,4,6,411
438420844,58,1,4.592241379310345,2020-02-04,266.35,58.0,1,1,25,5,7,511
438454787,4,3,4.6875,2020-02-02,18.75,1.3333333333333333,1,1,27,5,7,511
438582678,14,1,1.94,2019-11-01,27.16,14.0,1,1,120,2,4,211
438621953,10,1,4.675,2019-11-29,46.75,10.0,1,1,92,2,4,211
438704320,1,1,18.25,2020-01-07,18.25,1.0,1,1,53,4,6,411
438808090,1,1,39.52,2019-10-06,39.52,1.0,1,1,146,1,3,111
438828397,5,1,4.188,2020-01-28,20.939999999999998,5.0,1,1,32,4,6,411
438847143,102,6,6.243529411764706,2020-01-23,636.84,17.0,2,3,37,4,9,423
438858071,1,1,2.62,2019-11-08,2.62,1.0,1,1,113,2,4,211
438892802,8,1,4.46875,2020-01-21,35.75,8.0,1,1,39,4,6,411
438918507,10,1,2.665,2020-01-24,26.65,10.0,1,1,36,4,6,411
438927086,11,1,4.783636363636363,2019-12-04,52.62,11.0,1,1,87,3,5,311
438955083,92,6,5.837065217391304,2020-02-24,537.01,15.333333333333334,2,2,5,5,9,522
438971255,19,2,5.272631578947368,2020-02-10,100.17999999999999,9.5,1,1,19,5,7,511
439068972,36,3,10.318055555555555,2020-02-28,371.45,12.0,1,2,1,5,8,512
439073087,8,3,4.84,2019-11-29,38.72,2.6666666666666665,1,1,92,2,4,211
439077364,8,1,1.54375,2020-01-16,12.35,8.0,1,1,44,4,6,411
439237103,4,1,5.4925,2019-11-14,21.97,4.0,1,1,107,2,4,211
439322336,3,1,2.0366666666666666,2019-11-17,6.109999999999999,3.0,1,1,104,2,4,211
439393523,2,1,5.15,2020-01-21,10.3,2.0,1,1,39,4,6,411
439499365,10,1,5.162,2019-10-17,51.62,10.0,1,1,135,1,3,111
439519909,10,1,6.860000000000001,2020-01-26,68.60000000000001,10.0,1,1,34,4,6,411
439573722,7,1,2.8185714285714285,2019-12-07,19.73,7.0,1,1,84,3,5,311
439645886,10,1,1.766,2019-11-07,17.66,10.0,1,1,114,2,4,211
439666741,9,1,3.828888888888889,2020-02-02,34.46,9.0,1,1,27,5,7,511
439733457,2,1,9.365,2020-01-05,18.73,2.0,1,1,55,4,6,411
439750216,2,1,10.395,2019-11-18,20.79,2.0,1,1,103,2,4,211
439781446,15,1,3.166,2020-02-29,47.49,15.0,1,1,0,5,7,511
439784707,5,2,7.414,2020-02-05,37.07,2.5,1,1,24,5,7,511
439789211,60,5,5.585166666666667,2020-02-22,335.11,12.0,1,2,7,5,8,512
439837927,5,1,6.824000000000001,2019-12-07,34.120000000000005,5.0,1,1,84,3,5,311
439838283,29,1,7.184137931034483,2019-10-15,208.34,29.0,1,1,137,1,3,111
439899263,6,1,2.5316666666666667,2020-01-15,15.190000000000001,6.0,1,1,45,4,6,411
439948016,13,3,8.13923076923077,2020-02-01,105.81,4.333333333333333,1,1,28,5,7,511
440056911,2,1,26.985,2019-12-01,53.97,2.0,1,1,90,3,5,311
440076358,16,1,4.51875,2020-02-27,72.3,16.0,1,1,2,5,7,511
440166563,32,3,4.3725,2020-02-04,139.92,10.666666666666666,1,1,25,5,7,511
440177375,4,1,5.67,2019-10-21,22.68,4.0,1,1,131,1,3,111
440217377,5,1,6.1899999999999995,2019-10-04,30.949999999999996,5.0,1,1,148,1,3,111
440223840,3,1,5.133333333333334,2020-02-22,15.400000000000002,3.0,1,1,7,5,7,511
440230224,6,1,6.695,2019-12-14,40.17,6.0,1,1,77,3,5,311
440330392,29,1,3.2089655172413796,2020-02-29,93.06,29.0,1,1,0,5,7,511
440389019,12,1,3.3049999999999997,2020-01-10,39.66,12.0,1,1,50,4,6,411
440423596,3,1,10.923333333333334,2020-01-23,32.77,3.0,1,1,37,4,6,411
440423642,3,1,3.4033333333333338,2020-01-15,10.21,3.0,1,1,45,4,6,411
440495772,8,1,5.16625,2019-10-30,41.33,8.0,1,1,122,1,3,111
440497884,56,3,2.0780357142857144,2020-01-29,116.37,18.666666666666668,1,1,31,4,6,411
440530705,10,1,2.272,2019-11-10,22.72,10.0,1,1,111,2,4,211
440546364,8,1,2.6137499999999996,2020-02-18,20.909999999999997,8.0,1,1,11,5,7,511
440661273,23,1,2.2917391304347827,2019-10-02,52.71,23.0,1,1,150,1,3,111
440684807,1,1,10.08,2019-11-02,10.08,1.0,1,1,119,2,4,211
440777250,12,3,3.341666666666667,2020-02-04,40.1,4.0,1,1,25,5,7,511
440808828,131,9,4.167175572519084,2020-02-20,545.9,14.555555555555555,2,2,9,5,9,522
440823844,5,1,2.086,2019-12-10,10.43,5.0,1,1,81,3,5,311
440830649,8,1,15.81375,2019-10-03,126.51,8.0,1,1,149,1,3,111
440851765,26,2,3.4919230769230767,2020-01-27,90.78999999999999,13.0,1,1,33,4,6,411
440904806,4,1,4.4725,2019-12-10,17.89,4.0,1,1,81,3,5,311
440959066,1,1,10.0,2019-10-02,10.0,1.0,1,1,150,1,3,111
440990218,92,5,3.9807608695652177,2020-02-11,366.23,18.4,1,2,18,5,8,512
441006801,1,1,14.32,2019-10-17,14.32,1.0,1,1,135,1,3,111
441054104,5,1,3.336,2019-11-06,16.68,5.0,1,1,115,2,4,211
441082069,11,1,6.857272727272728,2020-02-19,75.43,11.0,1,1,10,5,7,511
441169788,1,1,10.32,2019-10-30,10.32,1.0,1,1,122,1,3,111
441222968,30,1,7.767666666666667,2019-11-07,233.03,30.0,1,1,114,2,4,211
441249702,33,3,7.462121212121212,2019-12-20,246.25,11.0,1,1,71,3,5,311
441309963,9,3,4.631111111111111,2020-01-11,41.68,3.0,1,1,49,4,6,411
441419319,31,1,1.4851612903225806,2019-11-19,46.04,31.0,1,1,102,2,4,211
441548708,9,2,7.248888888888889,2019-10-18,65.24,4.5,1,1,134,1,3,111
441823992,5,1,6.686,2020-02-03,33.43,5.0,1,1,26,5,7,511
441841156,70,2,4.161714285714286,2020-02-22,291.32,35.0,1,1,7,5,7,511
441863945,19,2,2.8447368421052635,2019-12-06,54.050000000000004,9.5,1,1,85,3,5,311
441974098,47,3,2.845531914893617,2020-02-29,133.74,15.666666666666666,1,1,0,5,7,511
442056505,29,2,3.1351724137931036,2020-02-12,90.92,14.5,1,1,17,5,7,511
442056538,44,3,2.7572727272727273,2020-01-24,121.32000000000001,14.666666666666666,1,1,36,4,6,411
442089608,2,1,13.405000000000001,2019-11-27,26.810000000000002,2.0,1,1,94,2,4,211
442117397,29,2,2.1120689655172415,2019-10-17,61.25000000000001,14.5,1,1,135,1,3,111
442158128,15,1,3.062,2019-11-19,45.93,15.0,1,1,102,2,4,211
442190454,3,1,3.176666666666667,2019-12-15,9.530000000000001,3.0,1,1,76,3,5,311
442255674,17,3,2.4529411764705884,2019-11-01,41.7,5.666666666666667,1,1,120,2,4,211
442296904,14,1,3.8135714285714286,2019-12-23,53.39,14.0,1,1,68,3,5,311
442358554,5,1,2.052,2019-11-06,10.26,5.0,1,1,115,2,4,211
442414538,4,1,12.507500000000002,2019-10-27,50.03000000000001,4.0,1,1,125,1,3,111
442422430,2,1,5.24,2019-11-12,10.48,2.0,1,1,109,2,4,211
442427159,8,1,3.27125,2019-10-08,26.17,8.0,1,1,144,1,3,111
442471541,6,1,2.3833333333333333,2019-12-09,14.3,6.0,1,1,82,3,5,311
442535711,22,3,1.6968181818181818,2020-02-26,37.33,7.333333333333333,1,1,3,5,7,511
442688120,4,1,4.63,2019-12-09,18.52,4.0,1,1,82,3,5,311
442713046,6,1,4.045,2019-10-08,24.27,6.0,1,1,144,1,3,111
442763940,195,8,6.366820512820513,2019-12-23,1241.53,24.375,2,4,68,3,9,324
442796625,18,1,1.9355555555555557,2020-01-14,34.84,18.0,1,1,46,4,6,411
442841912,23,4,9.319565217391306,2020-01-30,214.35000000000002,5.75,1,1,30,5,7,511
442857809,6,2,14.946666666666667,2020-02-27,89.68,3.0,1,1,2,5,7,511
442907691,4,1,2.41,2019-10-30,9.64,4.0,1,1,122,1,3,111
442929642,6,2,11.633333333333333,2020-02-03,69.8,3.0,1,1,26,5,7,511
442934438,21,2,1.34,2020-01-16,28.14,10.5,1,1,44,4,6,411
442939729,5,1,4.4399999999999995,2019-12-01,22.199999999999996,5.0,1,1,90,3,5,311
443064350,15,1,1.856,2019-10-24,27.84,15.0,1,1,128,1,3,111
443100713,15,1,2.912,2019-11-28,43.68,15.0,1,1,93,2,4,211
443219560,10,1,0.982,2019-11-13,9.82,10.0,1,1,108,2,4,211
443333731,73,8,4.807945205479452,2020-02-23,350.98,9.125,2,2,6,5,9,522
443465261,10,2,2.314,2019-12-11,23.14,5.0,1,1,80,3,5,311
443618949,6,1,10.568333333333333,2019-11-08,63.41,6.0,1,1,113,2,4,211
443635774,5,1,7.859999999999999,2019-10-13,39.3,5.0,1,1,139,1,3,111
443643945,9,1,4.87,2019-12-19,43.83,9.0,1,1,72,3,5,311
443651593,1,1,13.49,2019-10-13,13.49,1.0,1,1,139,1,3,111
443698489,43,2,2.776511627906977,2020-01-07,119.39,21.5,1,1,53,4,6,411
443776199,42,3,4.191190476190476,2019-10-19,176.03,14.0,1,1,133,1,3,111
443793970,13,1,6.17076923076923,2019-11-16,80.22,13.0,1,1,105,2,4,211
443812007,6,1,6.745,2019-10-24,40.47,6.0,1,1,128,1,3,111
443842965,7,2,4.32,2019-11-10,30.240000000000002,3.5,1,1,111,2,4,211
443873226,2,1,37.294999999999995,2019-11-22,74.58999999999999,2.0,1,1,99,2,4,211
443991669,22,2,4.943636363636364,2020-02-08,108.76000000000002,11.0,1,1,21,5,7,511
444101713,6,1,7.2316666666666665,2019-12-24,43.39,6.0,1,1,67,3,5,311
444113935,7,1,7.015714285714286,2019-10-20,49.11,7.0,1,1,132,1,3,111
444152209,3,3,10.829999999999998,2020-02-08,32.489999999999995,1.0,1,1,21,5,7,511
444279080,14,1,2.025714285714286,2019-11-23,28.36,14.0,1,1,98,2,4,211
444324162,10,1,3.107,2019-11-13,31.07,10.0,1,1,108,2,4,211
444355647,5,1,6.2219999999999995,2019-12-13,31.11,5.0,1,1,78,3,5,311
444500339,7,1,5.167142857142857,2019-11-04,36.17,7.0,1,1,117,2,4,211
444505201,10,2,1.887,2020-02-23,18.87,5.0,1,1,6,5,7,511
444545295,10,1,3.8480000000000003,2019-11-26,38.480000000000004,10.0,1,1,95,2,4,211
444691153,9,3,27.29222222222222,2020-01-05,245.63,3.0,1,1,55,4,6,411
444737744,8,2,2.59375,2019-11-28,20.75,4.0,1,1,93,2,4,211
444816842,4,1,4.8025,2019-12-08,19.21,4.0,1,1,83,3,5,311
444854085,8,1,5.14875,2020-02-07,41.19,8.0,1,1,22,5,7,511
444906187,9,1,5.677777777777778,2019-12-21,51.1,9.0,1,1,70,3,5,311
444915600,6,1,4.163333333333333,2019-11-02,24.979999999999997,6.0,1,1,119,2,4,211
444931508,3,1,5.133333333333333,2019-11-27,15.399999999999999,3.0,1,1,94,2,4,211
444975870,21,2,4.572380952380952,2020-01-31,96.01999999999998,10.5,1,1,29,5,7,511
444984583,3,1,6.56,2019-11-19,19.68,3.0,1,1,102,2,4,211
445075909,14,1,1.6492857142857142,2019-11-20,23.09,14.0,1,1,101,2,4,211
445202740,5,1,6.102,2019-12-08,30.51,5.0,1,1,83,3,5,311
445205908,24,1,2.029166666666667,2019-11-21,48.7,24.0,1,1,100,2,4,211
445359528,7,1,1.4885714285714287,2019-10-12,10.42,7.0,1,1,140,1,3,111
445464038,3,1,8.096666666666666,2019-10-21,24.29,3.0,1,1,131,1,3,111
445468734,3,1,5.24,2020-02-05,15.72,3.0,1,1,24,5,7,511
445500517,31,4,3.18,2020-02-06,98.58,7.75,1,1,23,5,7,511
445567076,39,1,2.9325641025641027,2020-02-27,114.37,39.0,1,1,2,5,7,511
445599458,11,1,3.9099999999999997,2019-11-07,43.01,11.0,1,1,114,2,4,211
445616131,2,1,15.475,2020-02-24,30.95,2.0,1,1,5,5,7,511
445674014,9,1,3.0,2019-12-23,27.0,9.0,1,1,68,3,5,311
445712668,29,1,3.0355172413793103,2020-01-27,88.03,29.0,1,1,33,4,6,411
445788073,2,1,3.0200000000000005,2020-02-13,6.040000000000001,2.0,1,1,16,5,7,511
445793516,2,1,7.78,2020-02-18,15.56,2.0,1,1,11,5,7,511
445855858,12,1,4.906666666666667,2020-01-26,58.88000000000001,12.0,1,1,34,4,6,411
445886470,5,1,3.2600000000000002,2019-10-14,16.3,5.0,1,1,138,1,3,111
445971685,24,4,4.151666666666666,2020-02-04,99.63999999999999,6.0,1,1,25,5,7,511
446041978,41,1,2.2851219512195122,2019-10-02,93.69,41.0,1,1,150,1,3,111
446044152,7,1,6.822857142857143,2019-10-08,47.76,7.0,1,1,144,1,3,111
446069299,8,1,3.7224999999999997,2020-01-10,29.779999999999998,8.0,1,1,50,4,6,411
446130559,1,1,26.19,2020-01-11,26.19,1.0,1,1,49,4,6,411
446162260,35,2,2.8374285714285716,2020-01-17,99.31,17.5,1,1,43,4,6,411
446194471,5,1,6.914,2019-12-08,34.57,5.0,1,1,83,3,5,311
446393606,11,2,4.818181818181818,2019-12-08,53.0,5.5,1,1,83,3,5,311
446499759,20,2,3.314,2019-12-16,66.28,10.0,1,1,75,3,5,311
446521094,4,1,5.734999999999999,2019-11-29,22.939999999999998,4.0,1,1,92,2,4,211
446566057,47,5,4.081489361702128,2020-02-21,191.83,9.4,1,1,8,5,7,511
446588415,33,1,2.7884848484848486,2020-02-29,92.02,33.0,1,1,0,5,7,511
446687812,10,1,4.003,2019-11-23,40.03,10.0,1,1,98,2,4,211
446738007,14,1,3.612142857142857,2020-02-10,50.57,14.0,1,1,19,5,7,511
446755357,29,2,2.6917241379310344,2019-12-23,78.06,14.5,1,1,68,3,5,311
446760676,1,1,16.6,2019-12-29,16.6,1.0,1,1,62,3,5,311
446776559,4,2,3.4325,2019-11-22,13.73,2.0,1,1,99,2,4,211
446954569,3,1,3.9933333333333336,2019-10-29,11.98,3.0,1,1,123,1,3,111
446998819,5,1,7.8740000000000006,2019-11-20,39.370000000000005,5.0,1,1,101,2,4,211
447319296,3,1,2.583333333333333,2020-02-26,7.749999999999999,3.0,1,1,3,5,7,511
447444737,2,1,15.23,2019-10-07,30.46,2.0,1,1,145,1,3,111
447460449,3,1,5.503333333333334,2019-11-18,16.51,3.0,1,1,103,2,4,211
447460683,9,1,5.244444444444444,2019-10-18,47.19999999999999,9.0,1,1,134,1,3,111
447488360,23,2,3.9421739130434785,2020-01-02,90.67,11.5,1,1,58,4,6,411
447567124,27,2,5.7118518518518515,2020-02-20,154.22,13.5,1,1,9,5,7,511
447574656,5,1,2.0460000000000003,2019-10-30,10.23,5.0,1,1,122,1,3,111
447626175,2,1,8.73,2019-10-25,17.46,2.0,1,1,127,1,3,111
447695923,16,3,5.5043750000000005,2019-12-17,88.07000000000001,5.333333333333333,1,1,74,3,5,311
447701592,29,3,3.010689655172414,2020-01-08,87.31,9.666666666666666,1,1,52,4,6,411
447820330,1,1,4.84,2019-11-08,4.84,1.0,1,1,113,2,4,211
447875135,26,6,5.0,2020-02-26,130.0,4.333333333333333,2,1,3,5,8,521
447965524,4,2,5.7775,2020-01-15,23.11,2.0,1,1,45,4,6,411
448123643,24,2,4.57125,2019-12-12,109.71000000000001,12.0,1,1,79,3,5,311
448159034,3,1,7.1933333333333325,2019-11-05,21.58,3.0,1,1,116,2,4,211
448234014,5,1,2.492,2019-10-07,12.46,5.0,1,1,145,1,3,111
448262834,30,1,1.5976666666666666,2019-12-11,47.93,30.0,1,1,80,3,5,311
448281768,82,1,2.684878048780488,2019-12-11,220.16000000000003,82.0,1,1,80,3,5,311
448327329,8,3,5.26,2020-02-10,42.08,2.6666666666666665,1,1,19,5,7,511
448383370,24,2,8.264583333333333,2020-01-31,198.34999999999997,12.0,1,1,29,5,7,511
448584064,6,2,19.12666666666667,2020-01-12,114.76000000000002,3.0,1,1,48,4,6,411
448592307,10,1,2.477,2019-10-23,24.77,10.0,1,1,129,1,3,111
448614445,9,1,2.542222222222222,2019-11-30,22.88,9.0,1,1,91,2,4,211
448649254,12,3,7.177499999999999,2020-01-21,86.13,4.0,1,1,39,4,6,411
448739245,14,1,2.9114285714285715,2019-10-23,40.76,14.0,1,1,129,1,3,111
448789590,3,1,4.92,2020-01-20,14.76,3.0,1,1,40,4,6,411
448811095,13,1,6.323076923076924,2019-11-09,82.2,13.0,1,1,112,2,4,211
448826103,20,1,2.8585,2020-02-21,57.169999999999995,20.0,1,1,8,5,7,511
448866717,7,1,2.2328571428571427,2019-11-28,15.629999999999999,7.0,1,1,93,2,4,211
448930298,21,1,5.830952380952381,2020-02-26,122.44999999999999,21.0,1,1,3,5,7,511
449100701,8,1,2.4325,2019-11-16,19.46,8.0,1,1,105,2,4,211
449113321,1,1,14.27,2019-10-17,14.27,1.0,1,1,135,1,3,111
449277841,1,1,194.44,2019-12-10,194.44,1.0,1,1,81,3,5,311
449406721,1,1,0.79,2019-10-08,0.79,1.0,1,1,144,1,3,111
449453257,26,1,4.671153846153846,2020-01-26,121.44999999999999,26.0,1,1,34,4,6,411
449468265,12,4,5.458333333333333,2020-02-20,65.5,3.0,1,1,9,5,7,511
449645060,3,1,9.520000000000001,2019-12-23,28.560000000000002,3.0,1,1,68,3,5,311
449650543,48,1,2.715,2019-11-07,130.32,48.0,1,1,114,2,4,211
449684896,8,1,4.55375,2020-01-04,36.43,8.0,1,1,56,4,6,411
449709994,10,1,3.3890000000000002,2020-01-03,33.89,10.0,1,1,57,4,6,411
449769599,17,1,2.665294117647059,2020-02-09,45.31,17.0,1,1,20,5,7,511
449771420,9,1,2.0966666666666667,2019-11-18,18.87,9.0,1,1,103,2,4,211
449893016,4,2,6.86,2019-11-13,27.44,2.0,1,1,108,2,4,211
449991116,3,1,3.9933333333333336,2019-10-17,11.98,3.0,1,1,135,1,3,111
450110476,30,4,3.1883333333333335,2020-01-13,95.65,7.5,1,1,47,4,6,411
450118200,3,1,5.806666666666666,2019-11-21,17.419999999999998,3.0,1,1,100,2,4,211
450137335,4,1,7.387499999999999,2019-12-31,29.549999999999997,4.0,1,1,60,4,6,411
450137447,10,1,8.674,2019-11-27,86.74,10.0,1,1,94,2,4,211
450154817,2,1,8.405000000000001,2019-11-10,16.810000000000002,2.0,1,1,111,2,4,211
450169873,8,2,6.095000000000001,2020-01-04,48.760000000000005,4.0,1,1,56,4,6,411
450173474,15,1,5.758,2020-01-25,86.37,15.0,1,1,35,4,6,411
450321660,4,1,6.4875,2020-02-09,25.95,4.0,1,1,20,5,7,511
450337968,9,1,1.7622222222222221,2019-10-31,15.86,9.0,1,1,121,1,3,111
450507155,17,1,2.19235294117647,2019-11-28,37.269999999999996,17.0,1,1,93,2,4,211
450664065,89,1,3.9292134831460674,2020-01-30,349.7,89.0,1,2,30,5,8,512
450703143,5,1,4.252000000000001,2019-10-09,21.260000000000005,5.0,1,1,143,1,3,111
450727634,42,3,4.45,2019-12-09,186.9,14.0,1,1,82,3,5,311
450912622,6,1,4.8116666666666665,2019-11-15,28.869999999999997,6.0,1,1,106,2,4,211
450918467,12,1,3.970833333333333,2020-01-03,47.65,12.0,1,1,57,4,6,411
451134082,5,1,9.35,2019-10-11,46.75,5.0,1,1,141,1,3,111
451143267,9,2,3.4266666666666667,2020-01-28,30.84,4.5,1,1,32,4,6,411
451305037,98,1,2.153265306122449,2019-12-02,211.01999999999998,98.0,1,1,89,3,5,311
451404792,7,1,2.3114285714285714,2020-01-16,16.18,7.0,1,1,44,4,6,411
451435021,16,2,3.945625,2019-11-26,63.13,8.0,1,1,95,2,4,211
451450766,61,1,2.4036065573770493,2020-02-26,146.62,61.0,1,1,3,5,7,511
451509778,10,1,2.871,2019-10-03,28.71,10.0,1,1,149,1,3,111
451655380,8,1,6.635,2019-10-17,53.08,8.0,1,1,135,1,3,111
451666261,53,2,2.15,2020-01-08,113.94999999999999,26.5,1,1,52,4,6,411
451750002,7,1,1.5528571428571427,2019-11-07,10.87,7.0,1,1,114,2,4,211
451770301,54,4,8.101851851851851,2020-02-19,437.49999999999994,13.5,1,2,10,5,8,512
451819654,14,1,1.624285714285714,2020-01-25,22.74,14.0,1,1,35,4,6,411
451874545,4,1,4.7175,2020-02-06,18.87,4.0,1,1,23,5,7,511
451884994,28,2,4.511785714285714,2020-01-20,126.32999999999998,14.0,1,1,40,4,6,411
451906749,14,1,2.8007142857142857,2020-01-31,39.21,14.0,1,1,29,5,7,511
451990445,2,1,7.46,2019-10-25,14.92,2.0,1,1,127,1,3,111
452040091,5,1,0.874,2020-02-03,4.37,5.0,1,1,26,5,7,511
452064651,54,1,3.7575925925925926,2020-02-07,202.91,54.0,1,1,22,5,7,511
452107932,1,1,35.24,2019-12-14,35.24,1.0,1,1,77,3,5,311
452123246,6,1,2.8349999999999995,2019-10-04,17.009999999999998,6.0,1,1,148,1,3,111
452132471,2,1,5.154999999999999,2020-02-28,10.309999999999999,2.0,1,1,1,5,7,511
452226300,42,6,3.7216666666666667,2020-02-05,156.31,7.0,2,1,24,5,8,521
452253108,5,1,3.404,2020-01-06,17.02,5.0,1,1,54,4,6,411
452358108,4,1,5.9775,2020-02-09,23.91,4.0,1,1,20,5,7,511
452368666,7,1,4.648571428571429,2020-02-10,32.54,7.0,1,1,19,5,7,511
452391560,41,3,3.2102439024390246,2019-12-12,131.62,13.666666666666666,1,1,79,3,5,311
452412995,97,3,3.503917525773196,2020-02-12,339.88,32.333333333333336,1,2,17,5,8,512
452505320,6,1,1.8866666666666667,2019-11-29,11.32,6.0,1,1,92,2,4,211
452507219,7,2,5.198571428571428,2020-01-05,36.39,3.5,1,1,55,4,6,411
452567359,15,3,5.984666666666667,2020-02-15,89.77,5.0,1,1,14,5,7,511
452574881,7,2,3.414285714285714,2020-01-17,23.9,3.5,1,1,43,4,6,411
452799836,3,2,5.9799999999999995,2019-11-01,17.939999999999998,1.5,1,1,120,2,4,211
452833634,3,1,3.306666666666666,2020-02-15,9.919999999999998,3.0,1,1,14,5,7,511
452852627,21,2,5.285238095238095,2020-02-20,110.99,10.5,1,1,9,5,7,511
452888358,1,1,6.84,2019-12-01,6.84,1.0,1,1,90,3,5,311
453026157,9,1,4.413333333333333,2019-11-03,39.72,9.0,1,1,118,2,4,211
453088013,19,3,4.4057894736842105,2020-02-08,83.71,6.333333333333333,1,1,21,5,7,511
453206143,11,2,6.923636363636363,2020-01-21,76.16,5.5,1,1,39,4,6,411
453212066,21,1,3.374761904761905,2019-11-04,70.87,21.0,1,1,117,2,4,211
453270903,2,1,10.315000000000001,2019-10-21,20.630000000000003,2.0,1,1,131,1,3,111
453302817,71,3,4.568732394366197,2020-02-12,324.38,23.666666666666668,1,2,17,5,8,512
453317515,12,1,3.573333333333333,2020-02-01,42.879999999999995,12.0,1,1,28,5,7,511
453555228,45,2,7.1368888888888895,2019-11-06,321.16,22.5,1,2,115,2,5,212
453589212,11,3,4.134545454545455,2020-01-21,45.480000000000004,3.6666666666666665,1,1,39,4,6,411
453732151,3,1,4.736666666666667,2019-10-25,14.21,3.0,1,1,127,1,3,111
453817397,8,1,4.59,2019-10-03,36.72,8.0,1,1,149,1,3,111
453879267,5,1,15.096,2020-02-22,75.48,5.0,1,1,7,5,7,511
454048882,22,2,4.317727272727273,2020-02-02,94.99000000000001,11.0,1,1,27,5,7,511
454057605,3,2,15.766666666666666,2020-02-29,47.3,1.5,1,1,0,5,7,511
454177715,73,1,4.084109589041096,2020-01-20,298.14,73.0,1,1,40,4,6,411
454274227,2,1,6.18,2019-10-01,12.36,2.0,1,1,151,1,3,111
454278313,7,1,11.228571428571428,2019-11-29,78.6,7.0,1,1,92,2,4,211
454327336,41,1,4.643658536585367,2019-12-10,190.39000000000004,41.0,1,1,81,3,5,311
454362030,6,1,6.19,2019-10-26,37.14,6.0,1,1,126,1,3,111
454378914,5,1,9.258,2019-11-05,46.28999999999999,5.0,1,1,116,2,4,211
454451351,15,2,5.832666666666667,2020-01-03,87.49000000000001,7.5,1,1,57,4,6,411
454460525,10,1,1.6039999999999999,2020-01-08,16.04,10.0,1,1,52,4,6,411
454490639,10,1,2.524,2020-01-27,25.240000000000002,10.0,1,1,33,4,6,411
454517377,1,1,1.9,2019-11-17,1.9,1.0,1,1,104,2,4,211
454648219,4,1,3.16,2020-01-20,12.64,4.0,1,1,40,4,6,411
454715953,5,1,3.4659999999999997,2019-11-04,17.33,5.0,1,1,117,2,4,211
454789889,36,2,3.6333333333333337,2019-12-09,130.8,18.0,1,1,82,3,5,311
454949866,4,1,2.2175000000000002,2019-10-07,8.870000000000001,4.0,1,1,145,1,3,111
454952244,2,1,7.42,2019-12-17,14.84,2.0,1,1,74,3,5,311
454984083,8,2,3.725,2020-02-05,29.8,4.0,1,1,24,5,7,511
454988058,11,1,2.811818181818182,2019-11-22,30.930000000000003,11.0,1,1,99,2,4,211
455022399,16,1,2.80625,2019-10-09,44.9,16.0,1,1,143,1,3,111
455071358,2,1,4.365,2019-12-26,8.73,2.0,1,1,65,3,5,311
455105234,7,1,2.6542857142857144,2020-02-06,18.580000000000002,7.0,1,1,23,5,7,511
455261228,21,2,4.6171428571428565,2019-11-16,96.96,10.5,1,1,105,2,4,211
455367769,18,2,4.726666666666667,2020-01-02,85.08,9.0,1,1,58,4,6,411
455382791,32,2,2.6290625,2020-01-04,84.13,16.0,1,1,56,4,6,411
455453523,16,1,5.05625,2020-02-22,80.9,16.0,1,1,7,5,7,511
455536107,5,1,3.772,2019-12-25,18.86,5.0,1,1,66,3,5,311
455633834,16,2,2.351875,2020-01-22,37.63,8.0,1,1,38,4,6,411
455636257,6,1,3.2866666666666666,2019-12-16,19.72,6.0,1,1,75,3,5,311
455746520,76,11,3.843157894736842,2020-02-18,292.08,6.909090909090909,3,1,11,5,9,531
455881412,16,2,4.376875,2020-01-16,70.03,8.0,1,1,44,4,6,411
455884270,20,2,4.2219999999999995,2019-12-02,84.44,10.0,1,1,89,3,5,311
455884941,10,4,8.432,2020-01-02,84.32000000000001,2.5,1,1,58,4,6,411
455933332,8,1,2.3425,2019-11-11,18.74,8.0,1,1,110,2,4,211
456001022,1,1,75.4,2020-01-11,75.4,1.0,1,1,49,4,6,411
456024322,12,1,2.6466666666666665,2019-11-30,31.759999999999998,12.0,1,1,91,2,4,211
456074670,1,1,22.21,2020-01-29,22.21,1.0,1,1,31,4,6,411
456109871,2,1,10.475000000000001,2019-10-14,20.950000000000003,2.0,1,1,138,1,3,111
456113153,14,1,4.75,2020-02-03,66.5,14.0,1,1,26,5,7,511
